order_id,customer_name,email,order_date,order_status,tracking_number
7b87a9e2-5fef-4911-bf22-a27b02c7bff2,Mary Thomas,Mary_Thomas@somerandomemail.com,2025-04-23,cancelled,4597764
25329041-9fcd-49e1-a94c-56b9006d2cc7,Sean Perez,Sean_Perez@somerandomemail.com,2025-04-28,completed,7382894
afdba91d-8376-4998-9319-9de0331b2fb3,Daniel Johnston,Daniel_Johnston@somerandomemail.com,2025-04-20,completed,5653914
8248f803-a97b-4c25-aa3f-a51cd1d4d2b3,Anita Ellison,Anita_Ellison@somerandomemail.com,2025-04-29,shipped,3745412
e1cca7b0-5002-4ab4-8a1c-0f222293ea28,Dr. Ashley Henderson,Dr._Ashley_Henderson@somerandomemail.com,2025-04-11,cancelled,9364457
9b811f47-6688-44bf-9566-fe20d0d18fb0,Amber Jackson,Amber_Jackson@somerandomemail.com,2025-04-13,pending,7026972
f7ab62a8-1529-455d-b9f0-9825a406bf0c,Lee Weaver,Lee_Weaver@somerandomemail.com,2025-04-29,completed,3218984
4f55c73d-ac7c-403b-a2b6-4cfeb0ab577a,Heather Cox,Heather_Cox@somerandomemail.com,2025-05-08,cancelled,1909790
073465b8-2ded-46a7-8000-cb60c3dc69fc,Jacob Berry,Jacob_Berry@somerandomemail.com,2025-04-16,completed,6390697
3453e71c-6364-4911-8b21-bbba6d5fcd18,Joseph Walker,Joseph_Walker@somerandomemail.com,2025-05-03,cancelled,1721563
581c14cf-7f90-425c-86cb-d3556ef8b434,Blake Hill,Blake_Hill@somerandomemail.com,2025-05-01,shipped,873402
7b246c17-db04-4838-b570-83efb26b2b30,Gerald Bryant,Gerald_Bryant@somerandomemail.com,2025-04-24,pending,4025061
384a54c5-bf9f-442d-8435-47b6307186cf,Thomas Diaz,Thomas_Diaz@somerandomemail.com,2025-05-07,shipped,111975
0a3ef19e-805c-4f63-8235-90f7cb8193ef,Rebecca White,Rebecca_White@somerandomemail.com,2025-05-07,cancelled,4153295
ab288d38-c993-4fb6-a1c8-8247528c8100,Dr. Kathy Johnson,Dr._Kathy_Johnson@somerandomemail.com,2025-04-27,completed,4688232
af3d6c6b-433e-4edd-9a8e-7f31a0835b6b,Joseph Woods,Joseph_Woods@somerandomemail.com,2025-04-28,shipped,7463025
dcb6be69-f1a3-4b9f-947a-f48d473effcf,Eddie Marks,Eddie_Marks@somerandomemail.com,2025-05-05,completed,8643152
aeec6a9b-074c-4872-8143-da51855efa74,Ricky Gross,Ricky_Gross@somerandomemail.com,2025-04-28,shipped,61942
78c5f723-6f6e-41b7-b344-cbb03dc1523c,Stephen Fisher,Stephen_Fisher@somerandomemail.com,2025-04-29,pending,986300
6e61849e-6aeb-4dbd-8a09-5049c2abd260,Tamara Hayden,Tamara_Hayden@somerandomemail.com,2025-04-25,shipped,9872308
bc5fb419-a358-401d-9e54-0e8ffae216dc,Cristian Hawkins,Cristian_Hawkins@somerandomemail.com,2025-04-11,pending,6459888
12af8f73-e5c1-46a2-89b5-d484cc381e10,Michael Mckee,Michael_Mckee@somerandomemail.com,2025-04-25,completed,6970475
454c6648-4fe6-46f6-b05e-3f805a694bca,Jamie Garcia,Jamie_Garcia@somerandomemail.com,2025-04-25,cancelled,9086753
3eea126e-94a7-45ea-a4e7-7961addae981,Christy George,Christy_George@somerandomemail.com,2025-04-23,pending,1203465
4f832ec8-4ffe-431a-b880-eb0e172d76f8,Michael Thomas,Michael_Thomas@somerandomemail.com,2025-04-21,pending,3015083
9f7c62bb-7ce1-44b3-b58b-514c079d0f5d,Taylor Diaz,Taylor_Diaz@somerandomemail.com,2025-05-01,pending,7443867
f19c9fda-18cc-47f7-93d3-b920e2609b84,Kristopher Bryant,Kristopher_Bryant@somerandomemail.com,2025-04-23,shipped,3763703
8432d915-386a-4d54-8bca-2f3e6eb5568b,Douglas Harris,Douglas_Harris@somerandomemail.com,2025-04-09,pending,2461121
b4bdc5b1-d7c6-4ee9-803a-58569b459212,Carla Marshall,Carla_Marshall@somerandomemail.com,2025-04-24,cancelled,4192228
c2e469cc-b2e8-425c-89b9-bd0668547750,Amber Barton,Amber_Barton@somerandomemail.com,2025-04-22,cancelled,6631869
59a89fd4-4fe2-4d6d-ae47-ce5a92069095,Anthony Rodriguez,Anthony_Rodriguez@somerandomemail.com,2025-04-24,pending,285374
7e9e8fae-4079-4119-a26e-36028b57454a,Mr. Eric Taylor II,Mr._Eric_Taylor_II@somerandomemail.com,2025-04-18,cancelled,770249
df835744-d01b-4775-a39a-990d48659245,Jason Burton,Jason_Burton@somerandomemail.com,2025-04-21,shipped,5384936
699492c9-60e0-41eb-88ca-3123cbcc6671,Andrew Barrett,Andrew_Barrett@somerandomemail.com,2025-04-13,completed,7110776
d0913198-6649-436a-b09c-9b1a62786fe2,Jason James,Jason_James@somerandomemail.com,2025-04-27,shipped,3065284
de4efcdd-0d8c-4837-a33e-30bc85d30361,David Maddox,David_Maddox@somerandomemail.com,2025-04-14,pending,6019568
3611b1d0-df67-4139-9541-eaa04fa04557,Patricia Trevino,Patricia_Trevino@somerandomemail.com,2025-05-08,shipped,412578
4bed2975-cf03-482d-b740-97743266d17e,Robert Gonzalez,Robert_Gonzalez@somerandomemail.com,2025-04-25,pending,3188559
af5bc16c-5d58-49a3-9a32-3609e92a6130,Kimberly Johnson,Kimberly_Johnson@somerandomemail.com,2025-05-08,cancelled,8359028
7c829dd4-815a-4d2c-a48b-b0afccfb353d,Joseph Pearson,Joseph_Pearson@somerandomemail.com,2025-04-25,cancelled,4922679
d84d6a6a-b70b-4971-8736-4c6b8443a809,Jasmine Perry,Jasmine_Perry@somerandomemail.com,2025-04-23,cancelled,4672593
aeb522fc-d7e1-42e0-b4d1-e5aa1a605d97,Peter Richardson,Peter_Richardson@somerandomemail.com,2025-04-09,cancelled,7161080
0ff8882e-5931-4f7a-a11a-758eeab762a9,Jaime Jones,Jaime_Jones@somerandomemail.com,2025-04-25,cancelled,3887305
afc52f9b-1cf8-4aaf-87ee-bc023fe0ccb0,Anthony Smith,Anthony_Smith@somerandomemail.com,2025-04-12,pending,9475619
97db1001-072f-4ac9-ba46-69d8f319fa60,Toni Francis,Toni_Francis@somerandomemail.com,2025-04-27,pending,3824181
8b082833-a65e-49de-ac6d-aa495633ed2c,Lori Murray,Lori_Murray@somerandomemail.com,2025-04-26,shipped,5300417
c3e5edba-cbff-4e68-bc9a-25060f08df20,Matthew Rogers,Matthew_Rogers@somerandomemail.com,2025-05-03,completed,6077174
3a810bd9-328e-4931-8335-d227471f8ac6,John Taylor,John_Taylor@somerandomemail.com,2025-04-13,completed,2067298
c3e75269-61b2-481d-9812-a13456f646e8,Samantha Todd,Samantha_Todd@somerandomemail.com,2025-04-23,completed,8136848
62a62493-5763-46e1-bb02-b98f1078e539,Madison Harvey,Madison_Harvey@somerandomemail.com,2025-04-19,cancelled,4471440
57e9f6c2-408b-47cd-876f-ce0fbeb4951e,Joshua Farley,Joshua_Farley@somerandomemail.com,2025-04-27,completed,7020892
9889ef92-27f1-4917-8c4e-23fd5cd84083,Kevin Vasquez,Kevin_Vasquez@somerandomemail.com,2025-05-08,pending,9683489
80a1ee92-f18a-4e04-9492-3931ea894c29,James Knox,James_Knox@somerandomemail.com,2025-04-17,completed,7716150
5992c8d9-9db1-4f63-9dfc-9d309edb59ce,Stacy Bentley,Stacy_Bentley@somerandomemail.com,2025-04-11,shipped,2379889
8992a78b-a5c5-40d1-941e-f29a84075a03,Matthew Sanders,Matthew_Sanders@somerandomemail.com,2025-04-17,completed,1235993
ac7983c5-1736-4c65-bd53-24a47c496066,Sharon Martin,Sharon_Martin@somerandomemail.com,2025-05-04,completed,5215180
46217a66-323d-4be1-b00d-9b713bb3e347,Douglas Randall,Douglas_Randall@somerandomemail.com,2025-04-14,completed,2047002
7bcb070f-efe0-41e2-a1e8-a0e4755cd0bf,Karen Haley,Karen_Haley@somerandomemail.com,2025-04-28,shipped,6572312
86a8ad97-9719-423e-bd3b-8dd0324c464b,Don Leach,Don_Leach@somerandomemail.com,2025-04-22,pending,8136088
22fed7db-4e7b-4359-a624-3db55af36f10,Lisa Klein,Lisa_Klein@somerandomemail.com,2025-04-24,cancelled,413676
26c91a90-7b14-4ba3-a706-ba214a3632b1,Dorothy Powers,Dorothy_Powers@somerandomemail.com,2025-04-11,cancelled,8729564
73f9bda5-0ce9-4b82-a466-b4600d42ea01,David Gutierrez,David_Gutierrez@somerandomemail.com,2025-04-21,pending,1960699
7d82d872-831c-44f2-a131-8e868d3cf3ca,Daniel Maxwell,Daniel_Maxwell@somerandomemail.com,2025-04-24,pending,5158437
41a34999-e8de-44b7-875e-9bf5dc40c78c,Brianna Perez,Brianna_Perez@somerandomemail.com,2025-04-27,shipped,8864820
ca98bb4a-1bba-4ec4-8d39-931dd8109ce6,Beth Clark,Beth_Clark@somerandomemail.com,2025-05-03,cancelled,4010704
f6da3466-2f73-4634-8510-eace9e0bbc20,Susan Rodriguez,Susan_Rodriguez@somerandomemail.com,2025-04-16,pending,9531043
d7704260-5bf3-47a1-a252-bac87e7a0771,Jessica Smith,Jessica_Smith@somerandomemail.com,2025-05-04,cancelled,6713263
e5764c12-f8b2-47f0-97a1-8f82c9e24f04,Susan Gibson,Susan_Gibson@somerandomemail.com,2025-04-11,shipped,9222125
cbce9864-55df-4491-863b-f2da242d8cef,Jonathan Perry,Jonathan_Perry@somerandomemail.com,2025-04-20,pending,1219077
83e2ba3a-ccb3-47ed-87a6-2de16849b6c0,Wanda Robinson,Wanda_Robinson@somerandomemail.com,2025-04-24,shipped,6605054
b1410cba-5d00-4e38-b645-10c3a671edbf,Megan Booth,Megan_Booth@somerandomemail.com,2025-04-24,shipped,4811545
9a528226-1064-4788-a405-b307cec7313a,Samantha Wilson,Samantha_Wilson@somerandomemail.com,2025-04-19,pending,2522060
5a695c09-dc30-465b-a5b5-0629d39d68e4,Kim Thompson,Kim_Thompson@somerandomemail.com,2025-04-13,completed,3747439
c0655543-5380-49f0-b37b-e04c74a8bad4,Charles Ellis,Charles_Ellis@somerandomemail.com,2025-05-03,pending,2815021
f457da46-2b5f-4d7f-b4c2-9d956f061d6d,Donna Campos,Donna_Campos@somerandomemail.com,2025-05-03,cancelled,347540
5343d153-5b0b-498b-aa36-5f055f3557ca,Eduardo Austin,Eduardo_Austin@somerandomemail.com,2025-05-06,completed,672940
9fa427c5-4c76-4947-8276-290de79e5b8e,Kendra Archer,Kendra_Archer@somerandomemail.com,2025-04-25,cancelled,9383338
c82b9142-a953-41ff-8b9d-e2e1ee8f6855,Amy Stewart,Amy_Stewart@somerandomemail.com,2025-04-18,completed,3429849
d1b7b97b-fe5f-4cc4-ae4a-348ebe33be03,Tyler Lynch,Tyler_Lynch@somerandomemail.com,2025-05-05,pending,5712069
a1a38d93-0d2e-4610-9655-5894510ef81d,Jessica Pruitt,Jessica_Pruitt@somerandomemail.com,2025-05-08,cancelled,5287849
ab34f137-180c-4025-937d-b35e114481a3,Dalton Robinson,Dalton_Robinson@somerandomemail.com,2025-04-28,completed,8037824
c6b42f9c-88aa-4b04-b7c8-619be79b2b6a,Carly Harris,Carly_Harris@somerandomemail.com,2025-04-23,shipped,6541478
b79b656e-78b9-4bcb-87b6-7cc92b2e441c,Dr. Megan Garza,Dr._Megan_Garza@somerandomemail.com,2025-04-30,completed,7510331
53f9642c-1212-4fef-9fc9-d85641a0753d,Matthew Lewis,Matthew_Lewis@somerandomemail.com,2025-05-08,completed,7880300
2b3c7f53-334c-48df-a87d-72af64425cc3,Kellie Hamilton,Kellie_Hamilton@somerandomemail.com,2025-05-08,cancelled,9577000
a049789b-5305-423f-b928-87592abf1bde,Brianna Weaver,Brianna_Weaver@somerandomemail.com,2025-04-28,cancelled,9849566
28c2a793-23cd-4316-a3c2-2e25bdd0d5f9,John Christian,John_Christian@somerandomemail.com,2025-04-28,cancelled,1485033
fa4f2ffc-edb7-4684-a60c-31cc3ac52dc3,Zachary Hoffman,Zachary_Hoffman@somerandomemail.com,2025-05-04,shipped,8313207
dc124759-864d-4729-bf61-344598310dd1,Stephanie Black,Stephanie_Black@somerandomemail.com,2025-05-02,shipped,4374057
ab6d87c4-92ff-4346-a0db-92048b805603,Joshua Moon,Joshua_Moon@somerandomemail.com,2025-04-16,cancelled,496840
c4b0d1fe-6f61-4eb3-a156-f6323336da91,Ronald Martinez,Ronald_Martinez@somerandomemail.com,2025-04-21,completed,9342716
67324ef8-2404-4df2-8873-e341bbf72cdd,Terry Smith,Terry_Smith@somerandomemail.com,2025-04-14,shipped,5015675
1672d70c-d0db-42e3-8933-2608d6f958c9,Matthew Fletcher,Matthew_Fletcher@somerandomemail.com,2025-04-25,shipped,8566225
fa4dac54-5593-45c5-979c-8c5b068571d9,Robert Moon,Robert_Moon@somerandomemail.com,2025-04-14,shipped,179065
5ba65528-b89f-4736-8dfb-b396435c7df8,Derek Small,Derek_Small@somerandomemail.com,2025-04-13,pending,1994383
6fa18cbc-b379-4533-a0ef-85de18bd2b66,Jessica Robles,Jessica_Robles@somerandomemail.com,2025-05-06,completed,6816319
b234ab46-3af4-46a0-8602-11ff53e5a296,Isaiah Rodriguez,Isaiah_Rodriguez@somerandomemail.com,2025-04-20,completed,5466055
6672f05d-15c7-49e8-9e9f-77420107e0df,Randy Woods,Randy_Woods@somerandomemail.com,2025-05-05,shipped,122102
648bffdf-ce61-49b9-aa8f-c3f8dbba52c3,Jonathan Medina,Jonathan_Medina@somerandomemail.com,2025-04-13,shipped,6486751
fd5d3f61-b006-4f43-ab0a-9d4172044080,Stephen Moore,Stephen_Moore@somerandomemail.com,2025-04-29,pending,7533764
7e5891cc-50b8-4f45-b230-89f2df9f0836,Nicholas Williams,Nicholas_Williams@somerandomemail.com,2025-04-18,pending,6584180
21842951-69e7-448d-90f1-0fd1cdac75e2,Vanessa Dorsey,Vanessa_Dorsey@somerandomemail.com,2025-04-25,shipped,1324527
0548e2e7-57fb-42bc-968e-6d374f5a7102,Abigail Ford MD,Abigail_Ford_MD@somerandomemail.com,2025-04-27,pending,1812201
b7df8515-c7ef-441b-ad91-14a234e46e34,Cory Perry,Cory_Perry@somerandomemail.com,2025-04-19,completed,166959
b52bc855-b914-419e-a6b9-c38baf3c51fa,Brian Joyce,Brian_Joyce@somerandomemail.com,2025-05-01,shipped,2408347
9f68b8bc-6f38-4e72-b7b7-dbd22c16c7d3,Scott Richardson,Scott_Richardson@somerandomemail.com,2025-04-09,pending,1968307
a08456da-2315-407f-af5d-b7a77a5d32a8,Paul Bell,Paul_Bell@somerandomemail.com,2025-04-11,completed,2989480
1d0818e6-c14a-44f4-b1df-f7e44e1530f8,Brian Rodgers,Brian_Rodgers@somerandomemail.com,2025-04-30,completed,1040251
f3912001-034e-4bdf-b494-9ebd51035b38,Jose Allen,Jose_Allen@somerandomemail.com,2025-04-09,pending,5221989
7c8fb5a6-0a6c-4547-9fda-4a78dc18c752,Jason Jones,Jason_Jones@somerandomemail.com,2025-04-13,shipped,1678345
4f481e72-947b-46ee-91f5-a760c7375341,Steven Stuart,Steven_Stuart@somerandomemail.com,2025-05-08,cancelled,8869916
32505a16-a0d1-47c3-a1d3-318767b01853,Laura Kelley,Laura_Kelley@somerandomemail.com,2025-04-23,cancelled,9841290
7b4640aa-cf91-4058-bbd3-2e0ef92fdcf8,William Jackson,William_Jackson@somerandomemail.com,2025-04-09,completed,4710730
05a78792-9eab-4521-9404-ded32ec4a42c,Andrea Thomas,Andrea_Thomas@somerandomemail.com,2025-04-24,completed,2860371
694fef96-b25e-4d79-98df-48ecfc73ba57,Maria Wiggins,Maria_Wiggins@somerandomemail.com,2025-04-23,cancelled,7329278
aea5cb04-5180-41be-bf1b-68278ccf13e9,Stephanie Stein,Stephanie_Stein@somerandomemail.com,2025-04-13,shipped,2883644
9b9afc99-c9ee-4923-bf31-a6d9f2e622d8,Mrs. Tanya Garcia,Mrs._Tanya_Garcia@somerandomemail.com,2025-05-06,cancelled,4303056
a843b228-6f01-4005-b4e1-e131f0073747,Duane Rogers,Duane_Rogers@somerandomemail.com,2025-05-07,completed,1110273
80064c34-8937-486a-9e26-2318ddd8a5d4,Mark Bush,Mark_Bush@somerandomemail.com,2025-04-29,pending,9082347
1fa4fee6-d7f2-48e4-a698-62df06c56206,Kim Stark,Kim_Stark@somerandomemail.com,2025-04-09,completed,7253541
0b0e4476-625c-4aea-af16-a16ccc62225a,Amanda Griffin,Amanda_Griffin@somerandomemail.com,2025-04-20,completed,2950417
47a66dbb-8cfa-4d84-a340-8ca3ed1f4d44,James Adams,James_Adams@somerandomemail.com,2025-04-19,cancelled,6337274
b9ce8d15-352d-4234-a833-e1a0ec8d2f3b,Christine Sanchez,Christine_Sanchez@somerandomemail.com,2025-04-25,shipped,8197742
8a68f930-1d3e-4261-a057-eb8728b7c019,Valerie Lee,Valerie_Lee@somerandomemail.com,2025-04-27,completed,995181
813b83c8-1f42-463e-9eef-bef960476ffb,Jessica Campos,Jessica_Campos@somerandomemail.com,2025-04-11,completed,6431949
44156221-250a-4966-b8b4-55faadc675d5,Lisa Hamilton,Lisa_Hamilton@somerandomemail.com,2025-04-26,pending,8126144
806ada4c-b076-4855-bd63-fa85347fe20f,Renee Mitchell,Renee_Mitchell@somerandomemail.com,2025-04-22,pending,7047983
ee7cd462-83b7-4cb0-8709-a53cdb06d4e4,Angelica Arellano,Angelica_Arellano@somerandomemail.com,2025-04-27,pending,4587958
c1b1168c-723b-43d2-b654-230fe3eaa214,Adam Ali,Adam_Ali@somerandomemail.com,2025-04-18,shipped,7997346
9f6621b2-cd04-4e5a-9750-ebe3470b0eed,Mark Smith,Mark_Smith@somerandomemail.com,2025-04-10,completed,8225119
f0eda615-fa34-46d4-8918-d5fdcce5beb8,Jacqueline Elliott,Jacqueline_Elliott@somerandomemail.com,2025-04-14,cancelled,1747396
cb2b978b-ee7a-4a63-a910-16c0390f3f9c,Randy Hendricks,Randy_Hendricks@somerandomemail.com,2025-05-04,shipped,9509893
edb709f2-22be-459f-b8fc-d0104bfaa69c,Meghan Wilson,Meghan_Wilson@somerandomemail.com,2025-04-21,shipped,6635738
3a7e3ce8-c081-4fa0-b103-fb9c109da2e3,Shirley Madden,Shirley_Madden@somerandomemail.com,2025-05-03,shipped,1117513
